locationid;sessionid;groupid;recordid;start_time;end_time;latitude;longitude;language;survey_version;ssi01;ssi02;ssi03;ssi04;pleasant;chaotic;vibrant;uneventful;calm;annoying;eventful;monotonous;sss01;sss02;sss03;sss04;sss05;who01;who02;who03;who04;who05;who_sum;age00;gen00;edu00;eth00;occ00;eth00_other;occ00_other;misc03;misc03_other;misc01;use00;uni00;recordinglength;lzeq_l;lzeq_min;lzeq_max;lzeq_l5;lzeq_l10;lzeq_l50;lzeq_l90;lzeq_l95;lceq_l(c);lceq_min(c);lceq_max(c);lceq_l5(c);lceq_l10(c);lceq_l50(c);lceq_l90(c);lceq_l95(c);laeq_l(a);laeq_min(a);laeq_max(a);laeq_l5(a);laeq_l10(a);laeq_l50(a);laeq_l90(a);laeq_l95(a);n_n5;n_min;n_max;n_n10;n_n50;n_n90;n_n95;s_s;s_min;s_max;s_s5;s_s10;s_s50;s_s90;s_s95;r_r;r_min;r_max;r_r5;r_r10;r_r50;r_r90;r_r95;t_tonalityhms;t_min;t_max;t_t5;t_t10;t_t50;t_t90;t_t95;fs_f;fs_min;fs_max;fs_f5;fs_f10;fs_f50;fs_f90;fs_f95;i_i;i_min;i_max;i_i5;i_i10;i_i50;i_i90;i_i95;sil4_sil(rms);sil4_sil(av);sil4_min;sil4_max;sil4_sil5;sil4_sil10;sil4_sil50;sil4_sil90;sil4_sil95;ra_cp;ra_min;ra_max;ra_cp5;ra_cp10;ra_cp50;ra_cp90;ra_cp95;thd_thd;thd_min;thd_max;thd_l5;thd_l10;thd_l50;thd_l90;thd_l95
PingshanStreet;PingshanStreet1;PS1194;26;2019-04-21 11:06:00;;;;cmn;cmnSSIDv3;3,0;2,0;4,0;3,0;2,0;3,0;3,0;4,0;1,0;4,0;4,0;3,0;3,0;2,0;4,0;5,0;3,0;3,0;3,0;2,0;2,0;3,0;52,0;22,0;Male;SomePostgraduate;;Student;;;;;;Staying;Couple;235,37;69,23;59,71;84,75;74,13;72,36;66,77;63,43;62,63;66,84;57,95;84,74;71,45;69,45;64,19;60,82;60,15;61,83;49,96;83,61;66,61;64,36;58,36;54,34;53,35;17,5;0,0;53,5;15,9;11,8;9,26;8,8;2,11;0,0;3,98;2,57;2,45;2,09;1,78;1,71;0,0264;0,00939;0,133;0,042;0,0366;0,0248;0,018;0,0166;0,259;0,0;3,03;0,779;0,584;0,15;0,0249;0,0145;0,0311;0,00501;0,156;0,0732;0,0575;0,0269;0,0113;0,00863;0,404;0,0822;1,3;0,672;0,569;0,37;0,272;0,251;54,28;51,46;42,76;74,89;57,8;56,16;51,01;47,32;46,47;12,3;0,0608;112,0;28,9;23,3;9,94;4,24;3,27;-0,59;-7,77;61,37;37,54;28,08;10,33;-5,9;-6,42
PingshanStreet;PingshanStreet2;PS2222;26;2019-04-22 11:35:00;;;;cmn;cmnSSIDv3;3,0;3,0;3,0;4,0;3,0;2,0;4,0;4,0;4,0;2,0;3,0;3,0;2,0;1,0;2,0;4,0;4,0;3,0;4,0;4,0;3,0;3,0;68,0;19,0;Female;UniversityGraduate;;Student;;;;;;Leaving;Alone;179,64;69,27;58,19;87,3;75,25;71,11;64,36;60,93;60,37;65,68;56,23;86,83;69,66;65,85;61,47;58,73;58,23;61,15;49,16;85,5;62,72;61,03;55,69;51,89;51,29;15,3;0,0;65,4;13,9;10,0;7,98;7,64;2,1;0,0;5,16;2,6;2,47;2,06;1,77;1,71;0,0247;0,0101;0,0928;0,0369;0,0329;0,0235;0,0175;0,0162;0,208;0,0;1,63;0,759;0,48;0,071;0,0102;0,00539;0,0345;0,00471;0,369;0,0892;0,0656;0,0245;0,0109;0,00862;0,418;0,195;1,42;0,717;0,597;0,377;0,286;0,266;54,89;49,1;41,82;79,22;55,42;53,73;48,54;44,94;44,2;10,8;0,0;166,0;26,2;20,9;8,4;3,5;2,7;-0,86;-5,31;63,73;35,03;31,13;10,62;-2,68;-3,43
PingshanStreet;PingshanStreet1;PS1195;27;2019-04-21 11:10:00;;;;cmn;cmnSSIDv3;4,0;2,0;4,0;2,0;2,0;4,0;2,0;5,0;2,0;4,0;4,0;2,0;1,0;1,0;4,0;5,0;3,0;3,0;2,0;2,0;3,0;4,0;56,0;30,0;Female;SomeCollege;;Employed;;;;;;Leaving;Alone;75,25;69,61;62,13;83,81;74,75;71,98;66,96;64,41;64,0;65,91;59,93;80,95;68,93;67,66;64,84;62,43;61,89;60,77;52,93;74,65;64,53;63,01;59,23;56,16;55,53;16,6;0,0;29,5;15,4;12,7;10,4;9,91;1,98;0,0;3,48;2,42;2,27;1,93;1,73;1,69;0,0277;0,0116;0,0688;0,042;0,0379;0,0265;0,0192;0,0177;0,211;0,0;1,83;0,64;0,456;0,115;0,0174;0,00946;0,0263;0,00344;0,11;0,0653;0,0514;0,0237;0,00814;0,00552;0,398;0,19;1,12;0,641;0,571;0,37;0,27;0,251;53,41;51,92;45,32;65,23;56,52;55,0;51,67;48,89;48,1;11,7;0,109;72,2;27,1;21,9;9,5;4,33;3,46;-0,78;-7,9;64,51;36,23;28,04;9,0;-5,75;-6,48
PingshanStreet;PingshanStreet2;PS2222;27;2019-04-22 11:35:00;;;;cmn;cmnSSIDv3;2,0;4,0;3,0;3,0;3,0;4,0;3,0;3,0;2,0;4,0;4,0;2,0;3,0;2,0;3,0;3,0;3,0;3,0;3,0;4,0;2,0;3,0;60,0;21,0;Female;UniversityGraduate;;Student;;;;;;Leaving;Couple;179,64;69,27;58,19;87,3;75,25;71,11;64,36;60,93;60,37;65,68;56,23;86,83;69,66;65,85;61,47;58,73;58,23;61,15;49,16;85,5;62,72;61,03;55,69;51,89;51,29;15,3;0,0;65,4;13,9;10,0;7,98;7,64;2,1;0,0;5,16;2,6;2,47;2,06;1,77;1,71;0,0247;0,0101;0,0928;0,0369;0,0329;0,0235;0,0175;0,0162;0,208;0,0;1,63;0,759;0,48;0,071;0,0102;0,00539;0,0345;0,00471;0,369;0,0892;0,0656;0,0245;0,0109;0,00862;0,418;0,195;1,42;0,717;0,597;0,377;0,286;0,266;54,89;49,1;41,82;79,22;55,42;53,73;48,54;44,94;44,2;10,8;0,0;166,0;26,2;20,9;8,4;3,5;2,7;-0,86;-5,31;63,73;35,03;31,13;10,62;-2,68;-3,43
PingshanStreet;PingshanStreet1;PS1196;28;2019-04-21 11:19:00;;;;cmn;cmnSSIDv3;3,0;4,0;3,0;2,0;3,0;4,0;4,0;3,0;3,0;4,0;4,0;4,0;2,0;2,0;4,0;5,0;5,0;3,0;2,0;3,0;2,0;3,0;52,0;31,0;Male;HighSchoolGraduate;;Employed;;;;;;Staying;Alone;206,83;64,75;58,76;77,98;68,03;66,82;63,5;61,28;60,82;63,58;57,27;77,94;66,82;65,76;62,37;59,91;59,42;59,99;50,5;75,58;64,71;62,01;57,33;53,68;52,96;15,7;0,0;36,2;14,2;11,1;8,92;8,5;1,99;0,0;3,89;2,5;2,3;1,93;1,73;1,69;0,0256;0,0105;0,0901;0,0379;0,0343;0,0245;0,0181;0,0166;0,198;0,0;2,87;0,601;0,425;0,103;0,0177;0,0108;0,0247;0,00359;0,122;0,06;0,0437;0,0206;0,00902;0,0077;0,363;0,166;1,13;0,567;0,489;0,335;0,265;0,248;53,22;50,2;43,36;66,97;56,32;54,08;49,84;46,52;45,82;10,3;0,0542;85,7;24,2;18,8;8,37;3,76;2,95;-0,24;-9,74;53,57;35,76;29,32;7,72;-7,08;-7,96
PingshanStreet;PingshanStreet2;PS2223;28;2019-04-22 11:38:00;;;;cmn;cmnSSIDv3;2,0;2,0;3,0;3,0;3,0;3,0;4,0;4,0;3,0;3,0;4,0;2,0;3,0;4,0;2,0;4,0;4,0;3,0;3,0;3,0;3,0;3,0;60,0;22,0;Female;SomePostgraduate;;Student;;;;;;Leaving;Group;69,92;67,59;59,33;76,99;72,18;70,89;65,9;62,24;61,67;66,11;57,37;75,97;71,12;69,6;63,85;60,35;59,76;63,29;50,98;74,76;69,05;67,3;59,85;54,91;53,68;20,4;0,0;32,4;18,4;12,0;9,15;8,66;2,1;0,0;3,42;2,65;2,5;2,06;1,74;1,67;0,0283;0,0111;0,157;0,0453;0,0396;0,0265;0,0187;0,0173;0,311;0,0;2,8;0,995;0,708;0,157;0,024;0,0131;0,0498;0,0118;0,123;0,0943;0,0848;0,046;0,026;0,0203;0,507;0,168;1,93;0,931;0,764;0,455;0,317;0,288;56,19;52,82;43,91;66,57;60,95;59,31;52,31;47,79;46,75;16,0;0,655;137,0;35,4;28,7;13,6;6,28;4,85;-0,43;-5,58;59,27;38,75;30,27;12,83;-1,8;-3,12
PingshanStreet;PingshanStreet1;PS1180;3;2019-04-21 09:56:00;;;;cmn;cmnSSIDv3;3,0;4,0;4,0;3,0;3,0;4,0;3,0;3,0;2,0;3,0;3,0;4,0;3,0;3,0;2,0;4,0;2,0;2,0;2,0;2,0;2,0;2,0;40,0;22,0;Male;UniversityGraduate;;Student;;;;;;Leaving;Couple;113,24;67,9;60,96;82,0;74,21;69,57;63,82;62,25;61,94;63,62;59,26;73,55;67,68;65,52;62,28;60,89;60,62;57,82;53,01;70,98;61,12;59,8;56,45;54,62;54,31;13,6;0,0;21,9;12,8;10,5;9,22;8,97;1,95;0,0;2,99;2,44;2,29;1,91;1,67;1,62;0,0273;0,0119;0,0751;0,0394;0,0361;0,0262;0,0197;0,0182;0,163;0,0;2,24;0,549;0,37;0,0665;0,0157;0,00964;0,0177;0,00323;0,134;0,0458;0,0291;0,0123;0,00568;0,00458;0,389;0,184;1,23;0,626;0,548;0,357;0,27;0,251;50,56;49,35;45,33;59,49;53,41;52,37;48,96;46,95;46,5;8,7;0,102;57,4;20,3;15,8;7,14;3,36;2,66;-0,94;-8,93;62,38;32,8;24,39;9,37;-5,09;-6,59
PingshanStreet;PingshanStreet2;PS2208;3;2019-04-22 10:11:00;;;;cmn;cmnSSIDv3;2,0;2,0;2,0;2,0;3,0;2,0;4,0;3,0;4,0;2,0;2,0;3,0;3,0;2,0;2,0;4,0;5,0;2,0;1,0;1,0;2,0;3,0;36,0;41,0;Male;SomeHighSchool;;RatherNotSay;;;;;;Staying;Couple;148,64;68,64;57,44;87,3;72,67;70,61;64,81;60,47;59,88;65,9;55,65;84,31;70,78;68,53;61,99;58,18;57,63;60,5;48,61;83,27;64,74;62,53;56,2;52,52;51,62;16,8;0,0;53,7;14,9;10,3;8,1;7,73;2,02;0,0;6,24;2,55;2,41;2,0;1,66;1,58;0,0263;0,0104;0,183;0,044;0,0379;0,0244;0,0173;0,0158;0,19;0,0;2,13;0,559;0,416;0,113;0,0269;0,0164;0,0409;0,00519;0,253;0,11;0,0847;0,0293;0,0139;0,0118;0,458;0,143;2,2;0,857;0,688;0,399;0,299;0,278;53,51;49,4;41,9;72,11;56,34;54,24;48,6;45,35;44,55;12,3;0,269;176,0;29,1;22,4;9,67;4,41;3,48;-0,24;2,66;62,12;34,61;30,39;20,2;14,52;12,72
PingshanStreet;PingshanStreet1;PS1197;30;2019-04-21 11:23:00;;;;cmn;cmnSSIDv3;3,0;4,0;3,0;2,0;2,0;2,0;3,0;2,0;1,0;3,0;4,0;4,0;2,0;2,0;3,0;4,0;4,0;4,0;3,0;4,0;4,0;3,0;72,0;26,0;Male;SomePostgraduate;;Student;;;;;;Leaving;Alone;145,6;69,38;58,92;90,98;72,95;69,59;63,85;61,31;60,83;69,09;57,56;90,96;72,56;69,11;62,91;60,01;59,44;67,29;51,83;89,9;70,52;66,76;58,99;54,83;54,01;20,5;0,0;81,1;17,2;11,9;9,35;8,89;2,21;0,0;5,39;2,85;2,62;2,14;1,86;1,79;0,0281;0,00968;0,198;0,0483;0,0395;0,0253;0,0182;0,0166;0,227;0,0;2,37;0,675;0,496;0,118;0,0165;0,00872;0,0594;0,0108;0,494;0,193;0,122;0,0383;0,019;0,0159;0,47;0,162;2,36;0,953;0,718;0,398;0,293;0,271;60,44;52,62;44,27;83,02;62,44;58,28;51,62;47,77;47,01;15,7;0,427;215,0;37,9;28,9;11,8;5,18;4,1;-8,29;2,31;56,56;40,77;35,3;18,54;9,64;7,54
PingshanStreet;PingshanStreet2;PS2223;30;2019-04-22 11:38:00;;;;cmn;cmnSSIDv3;3,0;3,0;4,0;2,0;4,0;4,0;3,0;4,0;3,0;2,0;2,0;2,0;3,0;2,0;2,0;3,0;3,0;4,0;2,0;3,0;0,0;3,0;48,0;23,0;Female;SomePostgraduate;;Student;;;;;;Leaving;Group;69,92;67,59;59,33;76,99;72,18;70,89;65,9;62,24;61,67;66,11;57,37;75,97;71,12;69,6;63,85;60,35;59,76;63,29;50,98;74,76;69,05;67,3;59,85;54,91;53,68;20,4;0,0;32,4;18,4;12,0;9,15;8,66;2,1;0,0;3,42;2,65;2,5;2,06;1,74;1,67;0,0283;0,0111;0,157;0,0453;0,0396;0,0265;0,0187;0,0173;0,311;0,0;2,8;0,995;0,708;0,157;0,024;0,0131;0,0498;0,0118;0,123;0,0943;0,0848;0,046;0,026;0,0203;0,507;0,168;1,93;0,931;0,764;0,455;0,317;0,288;56,19;52,82;43,91;66,57;60,95;59,31;52,31;47,79;46,75;16,0;0,655;137,0;35,4;28,7;13,6;6,28;4,85;-0,43;-5,58;59,27;38,75;30,27;12,83;-1,8;-3,12
PingshanStreet;PingshanStreet1;PS1197;31;2019-04-21 11:24:00;;;;cmn;cmnSSIDv3;4,0;4,0;3,0;2,0;2,0;5,0;1,0;1,0;2,0;5,0;1,0;4,0;1,0;1,0;4,0;4,0;2,0;0,0;1,0;1,0;0,0;1,0;12,0;32,0;Male;UniversityGraduate;;Employed;;;;;;Staying;Alone;145,6;69,38;58,92;90,98;72,95;69,59;63,85;61,31;60,83;69,09;57,56;90,96;72,56;69,11;62,91;60,01;59,44;67,29;51,83;89,9;70,52;66,76;58,99;54,83;54,01;20,5;0,0;81,1;17,2;11,9;9,35;8,89;2,21;0,0;5,39;2,85;2,62;2,14;1,86;1,79;0,0281;0,00968;0,198;0,0483;0,0395;0,0253;0,0182;0,0166;0,227;0,0;2,37;0,675;0,496;0,118;0,0165;0,00872;0,0594;0,0108;0,494;0,193;0,122;0,0383;0,019;0,0159;0,47;0,162;2,36;0,953;0,718;0,398;0,293;0,271;60,44;52,62;44,27;83,02;62,44;58,28;51,62;47,77;47,01;15,7;0,427;215,0;37,9;28,9;11,8;5,18;4,1;-8,29;2,31;56,56;40,77;35,3;18,54;9,64;7,54
PingshanStreet;PingshanStreet2;PS2223;31;2019-04-22 11:38:00;;;;cmn;cmnSSIDv3;2,0;3,0;4,0;2,0;3,0;4,0;3,0;3,0;2,0;4,0;3,0;4,0;3,0;3,0;3,0;2,0;3,0;3,0;3,0;2,0;2,0;3,0;52,0;26,0;Female;SomePostgraduate;;Student;;;;;;Leaving;Group;69,92;67,59;59,33;76,99;72,18;70,89;65,9;62,24;61,67;66,11;57,37;75,97;71,12;69,6;63,85;60,35;59,76;63,29;50,98;74,76;69,05;67,3;59,85;54,91;53,68;20,4;0,0;32,4;18,4;12,0;9,15;8,66;2,1;0,0;3,42;2,65;2,5;2,06;1,74;1,67;0,0283;0,0111;0,157;0,0453;0,0396;0,0265;0,0187;0,0173;0,311;0,0;2,8;0,995;0,708;0,157;0,024;0,0131;0,0498;0,0118;0,123;0,0943;0,0848;0,046;0,026;0,0203;0,507;0,168;1,93;0,931;0,764;0,455;0,317;0,288;56,19;52,82;43,91;66,57;60,95;59,31;52,31;47,79;46,75;16,0;0,655;137,0;35,4;28,7;13,6;6,28;4,85;-0,43;-5,58;59,27;38,75;30,27;12,83;-1,8;-3,12
PingshanStreet;PingshanStreet1;PS1197;32;2019-04-21 11:24:00;;;;cmn;cmnSSIDv3;4,0;4,0;4,0;3,0;2,0;4,0;3,0;2,0;2,0;4,0;3,0;3,0;2,0;1,0;4,0;4,0;3,0;2,0;2,0;2,0;2,0;2,0;40,0;36,0;Male;SomeCollege;;Employed;;;;;;Leaving;Couple;145,6;69,38;58,92;90,98;72,95;69,59;63,85;61,31;60,83;69,09;57,56;90,96;72,56;69,11;62,91;60,01;59,44;67,29;51,83;89,9;70,52;66,76;58,99;54,83;54,01;20,5;0,0;81,1;17,2;11,9;9,35;8,89;2,21;0,0;5,39;2,85;2,62;2,14;1,86;1,79;0,0281;0,00968;0,198;0,0483;0,0395;0,0253;0,0182;0,0166;0,227;0,0;2,37;0,675;0,496;0,118;0,0165;0,00872;0,0594;0,0108;0,494;0,193;0,122;0,0383;0,019;0,0159;0,47;0,162;2,36;0,953;0,718;0,398;0,293;0,271;60,44;52,62;44,27;83,02;62,44;58,28;51,62;47,77;47,01;15,7;0,427;215,0;37,9;28,9;11,8;5,18;4,1;-8,29;2,31;56,56;40,77;35,3;18,54;9,64;7,54
PingshanStreet;PingshanStreet2;PS2224;32;2019-04-22 11:40:00;;;;cmn;cmnSSIDv3;3,0;2,0;3,0;2,0;4,0;4,0;4,0;4,0;3,0;3,0;2,0;2,0;3,0;4,0;2,0;4,0;4,0;4,0;4,0;3,0;2,0;3,0;64,0;24,0;Male;SomePostgraduate;;Student;;;;;;Leaving;Couple;39,9;65,98;60,03;74,68;69,57;68,43;64,88;62,49;61,74;64,2;58,17;73,05;67,84;66,75;62,97;60,75;60,1;58,97;49,48;69,64;63,48;62,04;57,44;54,05;52,95;15,1;0,0;28,3;14,1;11,3;9,09;8,49;2,0;0,0;2,91;2,43;2,36;1,99;1,68;1,59;0,027;0,0126;0,0701;0,0402;0,0363;0,0257;0,0191;0,0176;0,172;0,0;1,35;0,575;0,36;0,0803;0,0134;0,00721;0,0286;0,0048;0,0746;0,0621;0,0523;0,0258;0,0105;0,00736;0,387;0,199;1,03;0,697;0,554;0,349;0,276;0,258;51,59;49,9;42,18;62,64;54,56;53,34;49,77;46,5;45,4;10,8;0,0396;83,2;26,4;20,5;8,69;4,09;3,14;-0,41;-5,94;57,28;34,02;25,92;10,24;-3,44;-3,93
PingshanStreet;PingshanStreet1;PS1198;33;2019-04-21 11:27:00;;;;cmn;cmnSSIDv3;3,0;4,0;4,0;3,0;2,0;2,0;3,0;3,0;4,0;1,0;3,0;3,0;2,0;3,0;4,0;4,0;4,0;3,0;2,0;2,0;3,0;2,0;48,0;39,0;Male;HighSchoolGraduate;;Other;;;;;;Arriving;Alone;192,57;70,16;60,98;88,38;74,16;72,54;67,63;64,46;63,65;69,01;59,91;84,71;73,54;71,71;66,55;63,18;62,29;66,94;53,75;81,44;72,72;70,47;62,78;57,91;56,81;23,5;0,0;43,0;20,8;14,5;11,4;10,8;2,11;0,0;4,28;2,64;2,48;2,06;1,78;1,72;0,0297;0,012;0,123;0,045;0,0402;0,0284;0,0205;0,0187;0,396;0,0;4,27;1,2;0,887;0,242;0,0381;0,0198;0,0455;0,0087;0,169;0,0953;0,0794;0,0428;0,0173;0,0138;0,408;0,129;1,58;0,642;0,55;0,376;0,291;0,269;59,33;55,63;46,81;73,53;63,78;61,77;54,83;50,41;49,42;16,8;0,525;97,8;37,3;30,5;14,4;6,29;4,96;-1,02;2,29;60,84;43,6;34,03;12,11;4,42;3,4
PingshanStreet;PingshanStreet2;PS2224;33;2019-04-22 11:40:00;;;;cmn;cmnSSIDv3;4,0;3,0;4,0;2,0;3,0;2,0;4,0;4,0;4,0;1,0;3,0;3,0;3,0;2,0;4,0;4,0;4,0;2,0;2,0;2,0;2,0;2,0;40,0;23,0;Female;SomePostgraduate;;Student;;;;;;Leaving;Couple;39,9;65,98;60,03;74,68;69,57;68,43;64,88;62,49;61,74;64,2;58,17;73,05;67,84;66,75;62,97;60,75;60,1;58,97;49,48;69,64;63,48;62,04;57,44;54,05;52,95;15,1;0,0;28,3;14,1;11,3;9,09;8,49;2,0;0,0;2,91;2,43;2,36;1,99;1,68;1,59;0,027;0,0126;0,0701;0,0402;0,0363;0,0257;0,0191;0,0176;0,172;0,0;1,35;0,575;0,36;0,0803;0,0134;0,00721;0,0286;0,0048;0,0746;0,0621;0,0523;0,0258;0,0105;0,00736;0,387;0,199;1,03;0,697;0,554;0,349;0,276;0,258;51,59;49,9;42,18;62,64;54,56;53,34;49,77;46,5;45,4;10,8;0,0396;83,2;26,4;20,5;8,69;4,09;3,14;-0,41;-5,94;57,28;34,02;25,92;10,24;-3,44;-3,93
PingshanStreet;PingshanStreet1;PS1198;34;2019-04-21 11:28:00;;;;cmn;cmnSSIDv3;2,0;3,0;3,0;4,0;5,0;2,0;4,0;5,0;5,0;1,0;1,0;1,0;5,0;4,0;2,0;5,0;5,0;4,0;4,0;4,0;4,0;3,0;76,0;25,0;Male;SomePostgraduate;;Student;;;;;;Leaving;Alone;192,57;70,16;60,98;88,38;74,16;72,54;67,63;64,46;63,65;69,01;59,91;84,71;73,54;71,71;66,55;63,18;62,29;66,94;53,75;81,44;72,72;70,47;62,78;57,91;56,81;23,5;0,0;43,0;20,8;14,5;11,4;10,8;2,11;0,0;4,28;2,64;2,48;2,06;1,78;1,72;0,0297;0,012;0,123;0,045;0,0402;0,0284;0,0205;0,0187;0,396;0,0;4,27;1,2;0,887;0,242;0,0381;0,0198;0,0455;0,0087;0,169;0,0953;0,0794;0,0428;0,0173;0,0138;0,408;0,129;1,58;0,642;0,55;0,376;0,291;0,269;59,33;55,63;46,81;73,53;63,78;61,77;54,83;50,41;49,42;16,8;0,525;97,8;37,3;30,5;14,4;6,29;4,96;-1,02;2,29;60,84;43,6;34,03;12,11;4,42;3,4
PingshanStreet;PingshanStreet2;PS2225;34;2019-04-22 11:44:00;;;;cmn;cmnSSIDv3;3,0;4,0;4,0;3,0;3,0;3,0;2,0;5,0;2,0;3,0;4,0;4,0;3,0;3,0;2,0;4,0;3,0;3,0;4,0;2,0;1,0;1,0;44,0;23,0;Male;SomePostgraduate;;Student;;;;;;Leaving;Couple;175,44;74,14;59,91;92,59;79,45;77,43;69,0;63,91;63,02;68,69;57,69;89,62;73,47;71,31;64,96;60,85;60,11;60,57;49,69;78,89;65,13;61,89;55,98;52,63;51,93;15,9;0,0;41,4;14,0;10,2;8,38;8,03;2,06;0,0;3,98;2,57;2,4;2,02;1,77;1,7;0,0262;0,0111;0,169;0,0424;0,0355;0,0239;0,0177;0,0162;0,167;0,0;2,61;0,499;0,346;0,0636;0,0101;0,00443;0,0392;0,00615;0,228;0,102;0,0797;0,0295;0,0148;0,013;0,448;0,196;3,01;0,819;0,648;0,39;0,289;0,269;53,42;49,44;42,06;70,94;56,51;54,12;48,78;45,54;44,87;11,9;0,104;183,0;30,2;22,2;8,85;3,86;3,01;-1,36;-4,81;70,18;36,25;28,04;13,14;1,89;0,66
PingshanStreet;PingshanStreet1;PS1199;35;2019-04-21 11:41:00;;;;cmn;cmnSSIDv3;3,0;4,0;4,0;2,0;3,0;4,0;4,0;3,0;2,0;3,0;2,0;2,0;3,0;2,0;3,0;4,0;3,0;2,0;3,0;2,0;2,0;2,0;44,0;28,0;Male;UniversityGraduate;;Employed;;;;;;Leaving;Couple;235,41;68,92;60,79;85,48;72,96;71,08;66,65;63,83;63,13;68,09;59,99;85,09;72,42;70,55;65,67;62,7;61,93;65,83;53,41;85,34;71,1;68,23;61,3;57,54;56,51;21,4;0,0;51,9;19,2;13,9;11,2;10,6;2,14;0,0;5,72;2,67;2,5;2,09;1,83;1,77;0,0305;0,0126;0,577;0,0482;0,0415;0,0279;0,0202;0,0187;0,285;0,0;6,58;0,904;0,648;0,154;0,0333;0,0207;0,0414;0,00931;0,197;0,102;0,0762;0,0325;0,0178;0,0154;0,466;0,162;3,47;0,863;0,69;0,405;0,293;0,271;58,84;54,56;46,09;74,87;62,12;59,94;53,86;50,23;49,35;15,6;0,266;192,0;35,9;28,4;12,7;5,92;4,77;-1,25;10,7;56,26;42,47;34,73;20,54;16,05;14,95
PingshanStreet;PingshanStreet2;PS2225;35;2019-04-22 11:44:00;;;;cmn;cmnSSIDv3;3,0;3,0;4,0;2,0;4,0;2,0;4,0;4,0;4,0;2,0;4,0;3,0;4,0;2,0;2,0;3,0;3,0;2,0;2,0;2,0;3,0;2,0;44,0;24,0;Female;SomePostgraduate;;Student;;;;;;Staying;Couple;175,44;74,14;59,91;92,59;79,45;77,43;69,0;63,91;63,02;68,69;57,69;89,62;73,47;71,31;64,96;60,85;60,11;60,57;49,69;78,89;65,13;61,89;55,98;52,63;51,93;15,9;0,0;41,4;14,0;10,2;8,38;8,03;2,06;0,0;3,98;2,57;2,4;2,02;1,77;1,7;0,0262;0,0111;0,169;0,0424;0,0355;0,0239;0,0177;0,0162;0,167;0,0;2,61;0,499;0,346;0,0636;0,0101;0,00443;0,0392;0,00615;0,228;0,102;0,0797;0,0295;0,0148;0,013;0,448;0,196;3,01;0,819;0,648;0,39;0,289;0,269;53,42;49,44;42,06;70,94;56,51;54,12;48,78;45,54;44,87;11,9;0,104;183,0;30,2;22,2;8,85;3,86;3,01;-1,36;-4,81;70,18;36,25;28,04;13,14;1,89;0,66
PingshanStreet;PingshanStreet1;PS1200;38;2019-04-21 11:45:00;;;;cmn;cmnSSIDv3;3,0;4,0;4,0;2,0;3,0;4,0;4,0;4,0;3,0;3,0;4,0;4,0;3,0;2,0;4,0;4,0;3,0;2,0;2,0;2,0;2,0;2,0;40,0;22,0;Male;SomeCollege;;Employed;;;;;;Leaving;Group;91,98;72,0;63,16;84,94;76,68;75,26;69,76;65,96;65,19;71,3;61,52;84,58;75,92;74,1;69,25;65,26;64,45;68,05;56,32;79,25;73,53;71,51;65,43;60,96;60,04;25,9;0,0;43,6;23,2;17,2;13,3;12,5;2,17;0,0;4,76;2,66;2,55;2,12;1,83;1,76;0,034;0,0122;0,29;0,055;0,0469;0,0313;0,0225;0,0206;0,365;0,0;2,34;1,03;0,777;0,276;0,0691;0,044;0,0536;0,0106;0,169;0,115;0,0978;0,0468;0,0261;0,0191;0,443;0,194;1,74;0,792;0,614;0,398;0,284;0,264;60,62;57,88;49,27;70,59;64,85;62,74;57,61;53,31;52,43;18,5;1,03;114,0;39,5;32,3;15,8;7,77;6,23;-0,98;5,5;63,43;43,86;35,51;17,4;8,43;7,58
PingshanStreet;PingshanStreet2;PS2227;38;2019-04-22 12:05:00;;;;cmn;cmnSSIDv3;3,0;5,0;4,0;2,0;1,0;4,0;3,0;3,0;3,0;4,0;4,0;4,0;2,0;2,0;4,0;4,0;1,0;1,0;1,0;1,0;1,0;3,0;28,0;22,0;Male;SomePostgraduate;;Student;;;;;;Staying;Couple;142,3;73,89;59,07;92,21;80,1;77,73;67,89;62,07;61,24;67,91;56,98;86,5;73,33;71,08;63,01;59,49;58,89;58,72;49,48;74,35;64,01;61,08;55,43;51,57;51,05;15,2;0,0;31,5;13,4;10,2;8,14;7,88;2,31;0,0;4,83;2,71;2,6;2,29;2,06;1,99;0,0253;0,00979;0,193;0,0395;0,0346;0,0236;0,0172;0,0158;0,173;0,0;2,03;0,513;0,349;0,0734;0,0111;0,00571;0,0321;0,00488;0,127;0,081;0,0662;0,026;0,00932;0,00796;0,4;0,195;1,53;0,625;0,539;0,378;0,283;0,263;51,51;48,44;42,18;66,12;55,54;53,14;47,88;44,2;43,65;11,0;0,0861;106,0;27,6;21,7;8,4;3,52;2,74;-1,87;-1,18;69,5;33,37;27,13;15,19;2,52;1,28
